,user_name,screen_name,description,user_location,text,language,hashtags,media_url,source,date,time
71,Ampariues :-),ampasmo,Sorprendiéndome de la realidad. Deconstruyendo estereotipos. A la verdad por el debate. Datos gana a opiniones,El mundo ,"@Liveuamap @TarasChmut ""Russian Warship, go fuck yourself"" 💪🏼💪🏼💪🏼 https://t.co/FABbAoG9iW",en,,https://pbs.twimg.com/media/FNRJ8EiWYAAi7fj.jpg,Twitter for Android,2022-03-07,18:47:02
72,The Mirror,DailyMirror,"The official Mirror Twitter account 
(Daily Mirror, Sunday Mirror & Mirror Online)
🗞️ - real news in real time
@MirrorBreaking_ for breaking news 🚨",UK,"Video captures Ukrainian navy opening fire and appears to hit Russian warship
https://t.co/ncuNGHi7Qx https://t.co/EFvKBpROB4",en,,https://pbs.twimg.com/media/FNQhhkzXMAQqbtG.jpg,TweetDeck,2022-03-07,18:45:00
73,軍艦を偏見とガバガバ知識で語るbot,warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"わかば/日本/護衛艦(DE)
旧海軍の「梨」を引き上げたら状態が良かったので再利用してみた。
・・・沈没艦を再利用するとかどんだけ旧海軍の後継組織である証明が欲しかったんですかね？
機関部の騒音がひどく、おまけに幽霊騒動まで起きた
https://t.co/eygOvlv81G",ja,,https://pbs.twimg.com/media/DHwZLUYUQAEDOce.jpg,twittbot.net,2022-03-07,18:40:53
74,J⭕s Aameyri 🇺🇦,JosAameyri,"Echtgenoot en trotse vader. Docent MEd SEN en Biologie, Economie gegeven. Gemeente Westland. #TeamD66

Tweets op persoonlijke titel.","Westland, Nederland","@KyivIndependent Ukraine is a sovereign country.
""Russian Warship..."" https://t.co/1PaC5tyaxO",en,,https://pbs.twimg.com/media/FNRGsRxXIAImCOq.jpg,Twitter for Android,2022-03-07,18:32:49
75,kostlannova@email.cz,kostlannova,"Středověk, historie, politika, svoboda zvířat - Medieval Age, history, politics, liberty for animals",,"A street in Prague bears the name : "" Russian warship fuck you."" https://t.co/8IMnDaFbTJ",en,,https://pbs.twimg.com/media/FNREe4nWQAAA6rn.png,Twitter Web App,2022-03-07,18:26:15
76,Ukraine Update 🇺🇦,Ukrain_War,"#Ukraine war Latest update

❤ Heartly Thanks to all the followers (family) for encouraging us by #ReTweeting ❤","Kyiv, Ukraine ","#Russian warship go nah * y
 The Valkyries of #Kyiv will kill you! https://t.co/yB1C4XQqkj",en,"Russian, Kyiv",https://pbs.twimg.com/ext_tw_video_thumb/1500896842246402048/pu/img/DQIuBn1dnIV-bvqZ.jpg,Twitter for Android,2022-03-07,18:11:15
77,軍艦を偏見とガバガバ知識で語るbot,warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"ズムウォルト/アメリカ/駆逐艦
「最新技術を沢山詰め込めば最強艦が出来るんじゃね？」と子供の発想で作ってみたら、コストばっか跳ね上がって肝心の装備はどいつもこいつも開発失敗
結果、空母並に値段が高い実験艦になった
現実は非情である
https://t.co/BxaLKir10n",ja,,https://pbs.twimg.com/media/DA-A4V7VYAANLHD.jpg,twittbot.net,2022-03-07,18:11:01
78,Roman,Roman67678633,,,"@KyivIndependent Ukrainian artillerymen: ""Russian warship go to dick!"".  The ship ""Vasily Bykov"" obeyed and left! https://t.co/gdtcEt7uGm",en,,https://pbs.twimg.com/ext_tw_video_thumb/1500894744213442564/pu/img/SfgnJAjg1cyqpDjE.jpg,Twitter Web App,2022-03-07,18:02:57
79,Raymond Olson,raymolson1,"Progressive. Ecocide=Suicide. Not Voting =Surrender. No legitimate government without free and fair elections. Apathy=Support for the corrupt
DMs not answered.",,@BlackholeEyes @JakaitisRobert @ReaganBattalion Like the Ukrainians told the russian warship..... https://t.co/tN1VXrsCMb,en,,https://pbs.twimg.com/media/FNQ-5SmWYAw_5KX.jpg,Twitter for Android,2022-03-07,17:58:46
80,Roman,Roman67678633,,,"@TheEconomist Ukrainian artillerymen: ""Russian warship go to dick!"".  The ship ""Vasily Bykov"" obeyed and left! https://t.co/MMhQ41SNfH",en,,https://pbs.twimg.com/ext_tw_video_thumb/1500893596517548040/pu/img/WFhnCGDDDO5xlrcs.jpg,Twitter Web App,2022-03-07,17:58:22
81,Roman,Roman67678633,,,"Ukrainian artillerymen: ""Russian warship go to dick!"".  The ship ""Vasily Bykov"" obeyed and left! https://t.co/zgBoXfpsjV",en,,https://pbs.twimg.com/ext_tw_video_thumb/1500893148175863809/pu/img/A30RN4J-RR8iqadc.jpg,Twitter Web App,2022-03-07,17:56:45
82,星,xing27801255,,,@ido_meta @PancakeSwap @MEXC_Global May I ask what to buy the warship https://t.co/iBiGdzHpdG,en,,https://pbs.twimg.com/media/FNQ9h3wacAA5Yki.jpg,Twitter Web App,2022-03-07,17:52:50
83,星,xing27801255,,,@ido_meta @MEXC_Global @cz_binance @gate_io @elonmusk May I ask what to buy the warship https://t.co/ftBwiTqPbK,en,,https://pbs.twimg.com/media/FNQ9URxacAAsgXM.jpg,Twitter Web App,2022-03-07,17:51:55
84,軍艦を偏見とガバガバ知識で語るbot,warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"ドイッチュラント/ドイツ/装甲艦(重巡洋艦)
連合国に課せられた縛りプレイの中で生まれた艦
正直火力と速力が中途半端だったが、航続距離が通商破壊にもってこいな長さだったので各国が対策を考えるハメになった
後にリュッツォウに改名した
https://t.co/5nGcUwnbft",ja,,https://pbs.twimg.com/media/DBaWY9MUAAAPMW3.jpg,twittbot.net,2022-03-07,17:40:56
85,earwulf,earwulf,,,"‘Russian Warship, Go F*ck Yoursel… https://t.co/qYpnzxHqDs",en,,https://pbs.twimg.com/media/FNQ6V16aQAIzEkZ.jpg,Twitter for iPhone,2022-03-07,17:38:54
86,Fraser Gray,FraserG32883664,,,Bulk carrier Moleson heading into Gravesend Reach earlier this week. #ShipsInPics #BulkCarrier #RiverThames https://t.co/q4CeIQ1P2V,en,"ShipsInPics, BulkCarrier, RiverThames",https://pbs.twimg.com/media/FNEXxv4XEAYyChv.jpg,Twitter Web App,2022-03-05,07:12:37
87,Fraser Gray,FraserG32883664,,,Panama flagged Teal Bulker has been  trading on the world’s oceans since 2014.#ShipsInPics #Gravesend #RiverThames https://t.co/0h6qMZdc7x,en,"ShipsInPics, Gravesend, RiverThames",https://pbs.twimg.com/media/FMWW4XCXsAAOluf.jpg,Twitter Web App,2022-02-24,08:46:20
88,Fraser Gray,FraserG32883664,,,“Full steam ahead” tanker Hellas Avatar in Gravesend Reach on the River Thames. #ShipsInPics #Gravesend #RiverThames https://t.co/1qvafbFj68,en,"ShipsInPics, Gravesend, RiverThames",https://pbs.twimg.com/media/FMRUG_WX0AEVPLL.jpg,Twitter Web App,2022-02-23,09:16:46
89,Fraser Gray,FraserG32883664,,,Cobelfret’s ro-ro cargo vessel Valentine on the River Thames in 2019. #ShipsInPics #RiverThames https://t.co/0P0RsZ650O,en,"ShipsInPics, RiverThames",https://pbs.twimg.com/media/FLi_js_WUAIk33U.jpg,Twitter Web App,2022-02-14,09:24:37
90,Fraser Gray,FraserG32883664,,,Bulk carrier Maccoa transits the Essex shores of the River Thames. #ShipsInPics #RiverThames https://t.co/Mub7WZpt4n,en,"ShipsInPics, RiverThames",https://pbs.twimg.com/media/FKaymQ_XoAQiscv.jpg,Twitter Web App,2022-01-31,08:54:29
91,Fraser Gray,FraserG32883664,,,"Bulk carrier Desert Oasis inbound and passing Coalhouse Point in Essex.
#ShipsInPics #Shipping #RiverThames https://t.co/xp8piMGQAY",en,"ShipsInPics, Shipping, RiverThames",https://pbs.twimg.com/media/FHtBSpdXMAQlU6q.jpg,Twitter Web App,2021-12-28,15:04:49
92,Fraser Gray,FraserG32883664,,,Brig Mercedes preparing to catch a summer’s evening zephyr. @Sailingheritage #sailing #sailingpoetry #TallShip https://t.co/YgKOp0sxPQ,en,"sailing, sailingpoetry, TallShip",https://pbs.twimg.com/media/FHTVxAgXsA8ENjP.jpg,Twitter Web App,2021-12-23,15:24:31
93,Fraser Gray,FraserG32883664,,,MSC Geneva inbound on the Thames for the Port of Tilbury. #ShipsInPics #Shipping #Tugs #RiverThames https://t.co/X1cuh7tZUk,en,"ShipsInPics, Shipping, Tugs, RiverThames",https://pbs.twimg.com/media/FG_TmqIWUAQmR57.jpg,Twitter Web App,2021-12-19,18:02:37
94,Fraser Gray,FraserG32883664,,,"Vehicle carrier Isar Highway built in 2000 and pictured on the River Thames.
#Shipping #Kess #RiverThames https://t.co/tEAIOof3NS",en,"Shipping, Kess, RiverThames",https://pbs.twimg.com/media/FGcNNm2XIAEPzby.jpg,Twitter Web App,2021-12-12,22:27:26
95,Fraser Gray,FraserG32883664,,,"The mighty bulk carrier Feng Li Hai on the River Thames.
@COSCOSHIPPING #Shipping #RiverThames https://t.co/rl5e1p88Gt",en,"Shipping, RiverThames",https://pbs.twimg.com/media/FGEQbKxX0AAX2nz.jpg,Twitter Web App,2021-12-08,06:50:44
96,Fraser Gray,FraserG32883664,,,"CLdN’s Ro-Ro cargo ship Pauline passing the solar disc inbound for Purfleet.
#shipping #RoRo #Gravesend #RiverThames https://t.co/ejIHS7PCyT",en,"shipping, RoRo, Gravesend, RiverThames",https://pbs.twimg.com/media/FF1z0TlX0AQ304x.jpg,Twitter Web App,2021-12-05,11:31:08
97,Fraser Gray,FraserG32883664,,,"Ro-Ro cargo ship Tundraland, near Cliffe on the River Thames.
#RoRo #Shipping #RiverThames https://t.co/TNYGIrwIxe",en,"RoRo, Shipping, RiverThames",https://pbs.twimg.com/media/FFtdYjrXMAMeMGq.jpg,Twitter Web App,2021-12-03,20:35:52
98,Fraser Gray,FraserG32883664,,,The 1st of December and looking forward to the return of summer! Svitzer tugs sunrise summer 2020. https://t.co/yDl7jGlWMS,en,,https://pbs.twimg.com/media/FFhG0QzXEAMLfYn.jpg,Twitter Web App,2021-12-01,11:02:27
99,Fraser Gray,FraserG32883664,,,"Polar Onega passing Higham on the River Thames
#shipping #Thames https://t.co/Hu1l8klyiW",en,"shipping, Thames",https://pbs.twimg.com/media/FEoV2nhWQAgKvFJ.jpg,Twitter Web App,2021-11-20,10:29:14
100,Fraser Gray,FraserG32883664,,,"Container ship MSC Geneva outbound from the Port of Tilbury.  
#shipping #Thames https://t.co/lrFXKxVoQ9",en,"shipping, Thames",https://pbs.twimg.com/media/FEjLFH4WQAgT_Ou.jpg,Twitter Web App,2021-11-19,10:24:04
101,Fraser Gray,FraserG32883664,,,#RemembranceDay2021 #armisticeday #poppy #LestWeForget https://t.co/hvOhuuvMnA,und,"RemembranceDay2021, armisticeday, poppy, LestWeForget",https://pbs.twimg.com/media/FEJR01BXwAYgFM4.jpg,Twitter Web App,2021-11-14,09:43:33
102,Fraser Gray,FraserG32883664,,,"Seabourn Ovation enjoying a River Thames sunset.
@SeabournCruise #seabourn #SeabournOvation #Thames #CruiseShips https://t.co/HndSDKlVpS",en,"seabourn, SeabournOvation, Thames, CruiseShips",https://pbs.twimg.com/media/FEExkooX0AAz97V.jpg,Twitter Web App,2021-11-13,12:44:05
103,Fraser Gray,FraserG32883664,,,"Steam Tug Barking built in 1928, navigating the waters of Faversham Creek.
#Tugs #Faversham #MaritimeHeritage https://t.co/Vap42rR2Lm",en,"Tugs, Faversham, MaritimeHeritage",https://pbs.twimg.com/media/FD-4q6aXsAQPgo6.jpg,Twitter Web App,2021-11-12,09:17:16
104,Fraser Gray,FraserG32883664,,,"Container ship Merkur Fjord outbound in Tilburyness on the River Thames.
#shipping #riverthames https://t.co/1PI7AEjQA0",en,"shipping, riverthames",https://pbs.twimg.com/media/FCOw1OLUcAksjzH.jpg,Twitter Web App,2021-10-21,14:45:36
105,Fraser Gray,FraserG32883664,,,"Bulk carrier Ero L built 2003, catching the afternoon sun in Gravesend Reach.
#shipping #riverthames https://t.co/jFB9iX7X3C",en,"shipping, riverthames",https://pbs.twimg.com/media/FCDW8wSWUAEGu8N.jpg,Twitter Web App,2021-10-19,09:37:03
106,Fraser Gray,FraserG32883664,,,"Danish flagged Esvagt Alpha built in 1971 and pictured moored in Bergen, Norway.
#shipping #Bergen https://t.co/GmwFOnuHCq",en,"shipping, Bergen",https://pbs.twimg.com/media/FBktrMFXsAA4v0E.jpg,Twitter Web App,2021-10-13,10:47:54
107,Fraser Gray,FraserG32883664,,,"Bulk carrier Fu Rong Feng near the Port of Tilbury on the River Thames.
#shipping #riverthames https://t.co/0axYJTgVnI",en,"shipping, riverthames",https://pbs.twimg.com/media/FBWo-QqXEAIimxI.jpg,Twitter Web App,2021-10-10,17:12:32
108,Fraser Gray,FraserG32883664,,,"General cargo ship Sider Tayrona sailing Gravesend Reach.
#shipping #riverthames https://t.co/xSTx5jcNqB",en,"shipping, riverthames",https://pbs.twimg.com/media/FBFTM2RXEAU782B.jpg,Twitter Web App,2021-10-07,08:23:55
109,Fraser Gray,FraserG32883664,,,"Liberian flagged  Hammonia Husum outbound in Tilburyness.
#shipping #riverthames #Gravesend https://t.co/pRctE35ggz",en,"shipping, riverthames, Gravesend",https://pbs.twimg.com/media/FAihvDjVQAEj5YA.jpg,Twitter Web App,2021-09-30,14:20:41
110,Fraser Gray,FraserG32883664,,,"A Saturday afternoon visiter, oil/chemical tanker Solar Sheridan in Gravesend Reach.
#shipping #tilbury #riverthames https://t.co/mPEp0g1Pm0",en,"shipping, tilbury, riverthames",https://pbs.twimg.com/media/FAMwNcVVUAA23Xv.jpg,Twitter Web App,2021-09-26,08:53:12
111,Fraser Gray,FraserG32883664,,,"Dry bulk carrier Mandarin China built in 2011 inbound for the Port of Tilbury.
#shipping #tilbury #riverthames https://t.co/cpRfoBhexV",en,"shipping, tilbury, riverthames",https://pbs.twimg.com/media/FAIpNMfWUAELjPz.jpg,Twitter Web App,2021-09-25,13:43:10
112,Fraser Gray,FraserG32883664,,,"Oil and chemical tanker Voge Dignity near Denton Wharf on the River Thames.
#shipping #riverthames https://t.co/RtqLx8qWJQ",en,"shipping, riverthames",https://pbs.twimg.com/media/FACiV58UcA0KuG5.jpg,Twitter Web App,2021-09-24,09:15:23
113,Fraser Gray,FraserG32883664,,,"Bulk carrier Moning on her way to the Port of Tilbury.
#Shipping #Thames https://t.co/Ur7n8txhyl",en,"Shipping, Thames",https://pbs.twimg.com/media/E_JMK3sWYAYylRt.jpg,Twitter Web App,2021-09-13,06:00:10
114,Fraser Gray,FraserG32883664,,,"Oil and chemical tanker Maersk Timaru built in 2016 sailing the tidal Thames.
#Shipping https://t.co/ks8AxD4opK",en,Shipping,https://pbs.twimg.com/media/E-lLDjSXEAE8T0K.jpg,Twitter Web App,2021-09-06,06:09:06
115,Fraser Gray,FraserG32883664,,,"Panamanian bulk carrier Star Harmony on the River Thames, inbound for the Port of Tilbury.
#Shipping https://t.co/GOhFYE9SSY",en,Shipping,https://pbs.twimg.com/media/E-gDM7MWQAYELn5.jpg,Twitter Web App,2021-09-05,06:16:37
116,Fraser Gray,FraserG32883664,,,"“Box boat” CMA CGM Sambhar outbound and passing Denton Wharf in Kent.
#Shipping https://t.co/EBc6kYlZCB",en,Shipping,https://pbs.twimg.com/media/E-aK3HLXMAIeCoP.jpg,Twitter Web App,2021-09-04,02:52:32
117,Fraser Gray,FraserG32883664,,,"Hellas Reefer inbound on the River Thames and passing Tilbury East.
#Shipping https://t.co/kRlZ0BB5GO",en,Shipping,https://pbs.twimg.com/media/E-WHMimWUA089tr.jpg,Twitter Web App,2021-09-03,07:57:50
118,Fraser Gray,FraserG32883664,,,"Murray Star and this mornings dawn in Gravesend Reach.
@LondonPortAuth #Gravesend #Thames #Shipping https://t.co/mqRCReAINt",en,"Gravesend, Thames, Shipping",https://pbs.twimg.com/media/E844HiCWEAIBlUC.jpg,Twitter Web App,2021-08-16,05:27:52
119,Fraser Gray,FraserG32883664,,,"Times Past: Elegant cruise ship Arielle alongside Tilbury Landing Stage in 2006.
#shipping #Tilbury #cruiseships https://t.co/3XmmYe9Kv4",en,"shipping, Tilbury, cruiseships",https://pbs.twimg.com/media/E8F5OCZWUAArZza.jpg,Twitter Web App,2021-08-06,07:51:55
120,Fraser Gray,FraserG32883664,,,"ANL Wangaratta passing Tilbury East this afternoon with Svitzer tug escourt.
@SvitzerGlobal #shipping #Tilbury https://t.co/jSyoqTqqWM",en,"shipping, Tilbury",https://pbs.twimg.com/media/E73TcfLXIBMstnN.jpg,Twitter Web App,2021-08-03,11:52:22
121,Fraser Gray,FraserG32883664,,,"Marfret Provence sailing in Gravesend Reach circa 2006.
#shipping #Tilbury #Gravesend https://t.co/ah4K0TnV3l",en,"shipping, Tilbury, Gravesend",https://pbs.twimg.com/media/E72YqOrXMAozmfB.jpg,Twitter Web App,2021-08-03,07:34:57
122,Fraser Gray,FraserG32883664,,,"“Where the sun shines on” Loch Lomond in Gravesend Reach yesterday.
#shipping #Gravesend https://t.co/2Fjhypdwe6",en,"shipping, Gravesend",https://pbs.twimg.com/media/E7mWGKuWUAQ86zr.jpg,Twitter Web App,2021-07-31,04:50:31
123,Fraser Gray,FraserG32883664,,,"Oil tanker Cathy Theresa near Denton Wharf on the River Thames.
@LondonPortAuth #shipping #Gravesend https://t.co/Bl9N7weXQo",en,"shipping, Gravesend",https://pbs.twimg.com/media/E7cBiHLWQAE6bMg.jpg,Twitter Web App,2021-07-29,04:43:45
124,Fraser Gray,FraserG32883664,,,"The quay of light. LV 21 and rainbow this evening at sunset. 
@LightVessel21 @visit_gravesend #Gravesend #rainbow https://t.co/5tRLOB5J78",en,"Gravesend, rainbow",https://pbs.twimg.com/media/E7annqjWQAAcK9y.jpg,Twitter Web App,2021-07-28,22:11:04
125,Fraser Gray,FraserG32883664,,,"Azamara Journey on the River Thames.
@Azamara #CruiseAzamara https://t.co/fnaiDOqNRk",en,CruiseAzamara,https://pbs.twimg.com/media/E7WwPAeXoAIwA2a.jpg,Twitter Web App,2021-07-28,04:10:06
126,Fraser Gray,FraserG32883664,,,"Container Ship Hammonia Husum navigating Tilburyness yesterday.
#shipping #Gravesend #Tilbury https://t.co/9XuK5d670s",en,"shipping, Gravesend, Tilbury",https://pbs.twimg.com/media/E7M9MhBWUAIcUwP.jpg,Twitter Web App,2021-07-26,06:30:32
127,Fraser Gray,FraserG32883664,,,"Times past: Duchess M the Gravesend to Tilbury ferry circa 2003.
#shipping #Gravesend #Tilbury https://t.co/z26IxbAmhT",en,"shipping, Gravesend, Tilbury",https://pbs.twimg.com/media/E7DbO0FXsAIDh0u.jpg,Twitter Web App,2021-07-24,10:05:31
128,Fraser Gray,FraserG32883664,,,"Cargo Ship SC Nordic on the River Thames.
#shipping https://t.co/KhZ14qIcU2",en,shipping,https://pbs.twimg.com/media/E64t9PtXIAILiG_.jpg,Twitter Web App,2021-07-22,08:11:26
129,Fraser Gray,FraserG32883664,,,"Tilburyness sunset, “I am in paradise”.
@LondonPortAuth https://t.co/3GX1Ybnhg2",no,,https://pbs.twimg.com/media/E6w5-2HWYAQRk6_.jpg,Twitter Web App,2021-07-20,19:47:13
130,Fraser Gray,FraserG32883664,,,"The mighty Victor Horta passing Tilbury East.
#RiverThames #shipping https://t.co/QVgHyPDPww",en,"RiverThames, shipping",https://pbs.twimg.com/media/E6U2ClyXoAEGj-2.jpg,Twitter Web App,2021-07-15,09:00:34
131,Fraser Gray,FraserG32883664,,,"MV Silver Wind passing Coalhouse Point on the River Thames.
@Silversea #RiverThames #shipping https://t.co/0ehUMj144t",en,"RiverThames, shipping",https://pbs.twimg.com/media/E6KiYIAWEAAQX2Y.jpg,Twitter Web App,2021-07-13,08:58:39
